Type,ID,Name,Rarity,Base bonus (Lv1),Improve option 1,Improve option 2,Improve option 3,Notes,Wiring,Filled by
Trick,little_guys,the little guys,rare,A 5-card hand with no face cards permanently raises your maximum Focus by 1,+1 max Focus,4-card hands also count,,,O1 BAL · O2 code,Claude
Trick,five_fodder,Five for Fodder,common,Discarding a 5-card hand grants +5 credits,+5 credits,discarding a 4 card hand also counts,,,O1 BAL · O2 code,you
Trick,five_second,Five Second Rule,epic,Playing a 5-card hand pauses the clock 5 seconds,+5 seconds,4-card hands also count,,,O1 BAL · O2 code,Claude
Trick,life_lessons,Life Lessons,rare,Each round you complete permanently raises your maximum Focus by 1,+1 max Focus,each boss beaten grants an extra one,,,O1 BAL · O2 code,Claude
Trick,wellspring,Wellspring,rare,"For every 10 Focus generated this game, this trick scores +2 pips",+2 pips,"every 7 Focus instead of 10 (-3 per improvement, min 3)",,,O1 BAL · O2 BAL,Claude
Trick,feedback_loop,Feedback Loop,rare,"For every 5 Focus generated this round, this trick scores +1 mult (resets each round)",+1 mult,"counts Focus generated this game, not this round",,,O1 BAL · O2 code,Claude
Trick,third_down,3rd Down,rare,3-card hands add +3 Focus,+3 Focus,2-card hands also count,,,O1 BAL · O2 code,Claude
Trick,ready_set_go,"Ready, Set, Go",common,A 3-card hand containing a 3 scores +9 mult,+9 mult,"any hand containing a 3 counts, not only 3-card hands",,,O1 BAL · O2 code,Claude
Trick,third_charm,3rd Time's a Charm,epic,The 3rd card of a hand gets +2 replays,+2 replays,the 3rd and 5th cards both get it,,,O1 BAL · O2 code,Claude
Trick,threes_crowd,Three's a Crowd,rare,Pairs count as 3-card hands,Two Pair counts as a 5-card hand as well,every 2-card hand counts as a 3-card hand,,,O1 code · O2 code,Claude
Trick,four_eyes,Four Eyes,common,4-card hands score +12 mult,+12 mult,AND pause clock for 4 seconds,,,O1 BAL · O2 code,you
Trick,four_by_four,4x4,common,Cards scored in the 4th column score +16 pips,+16 pips,cards in the second and fourth column receive the bonus,,,O1 BAL · O2 code,you
Trick,four_horseman,Four Horse-man,epic,"4-card hands grant a random bonus: +16 pips, +8 mult, +4 Focus, or a 4-second pause","+16 pips, +8 mult, +4 Focus or +4 seconds, whichever is rolled",rolls twice,5-card hands also count,,O1 BAL · O2 code · O3 code,Claude
Trick,wait_four_it,Wait Four It,rare,4-card hands permanently buff their 4th card to pause the clock 1 second when scored,+1 second,buffs the 2nd and the 4th card,,,O1 BAL · O2 code,Claude
Trick,undue_influence,Undue Influence,epic,A Set containing a face card grants credits equal to the number of Sets you have played this round,double the credits,"any Set counts, face card or not",,,O1 code · O2 code,Claude
Trick,encore,Encore,epic,Sets made of only odd-ranked cards score a second time,+1 extra scoring,Sets of only even-ranked cards also count,,,O1 code · O2 code,Claude
Trick,shaky_foundation,Shaky Foundation,common,Every other Set scores +15 mult,+15 mult,"every Set counts, not every other one",,,O1 BAL · O2 code,Claude
Trick,dam_holding,Dam Holding…,rare,Runs pause the clock 3 seconds,+3 seconds,any hand holding 3 cards in sequence counts,,,O1 BAL · O2 code,Claude
Trick,wave_amp,Wave Amplification,common,Consecutively played Runs score +10 pips × the current Run streak,+10 pips per streak,one non-Run hand no longer breaks the streak,,,O1 BAL · O2 code,Claude
Knack,contingency,Contingency Plan,rare,"Boss effects are 10% weaker - timed effects tick 10% less often, and everything else is 10% smaller.",+10% weaker,also delays the boss first effect by 15 seconds,,,O1 BAL · O2 code,Claude
Knack,free_swaps,Free Swaps,common,Swapping cards costs no time.,+1 to your swap limit as well,discards cost half time too,,,O1 code · O2 code,Claude
Knack,free_discards,Free Discards,common,Discarding costs no time.,+1 to your discard limit as well,swaps cost half time too,,,O1 code · O2 code,Claude
Knack,steady_hand,Steady Hand,common,"Swaps no longer count against the swap limit, but cost 20s each.",cost 1.75x time (goes down .25x each improvement),the time cost applies only to the first swap each round,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,hoarder,Hoarder,common,"Discards no longer count against the discard limit, but cost 6s per card.",cost 1.75x time (goes down .25x each improvement),the time cost applies only to the first discard each round,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,time_bank,Time Bank,rare,+30 seconds at the start of every round.,+15 seconds per improvement,also +15 seconds at the start of every boss round,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,inheritance,Inheritance,rare,Start each round with +5 credits.,+5 credits per improvement,also +5 credits at the end of each round,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,bulk_buyer,Bulk Buyer,rare,Doubles the shop bundle discount (10% per extra item instead of 5%).,+5% per extra item,+1 item worth of headroom on the discount cap,,,O1 BAL · O2 code,Claude
Knack,combo_keeper,Combo Keeper,rare,Streaks survive one non-streak hand. Re-arms after 2 streak hands.,the streak survives one more non-streak hand,re-arms after 1 streak hand instead of 2,,,O1 code · O2 code,Claude
Knack,lucky_seven,Lucky Seven,common,Every 7th hand played gives +1 swap.,"every 6th hand (-1 hand requirement each time, min =1)",grants +1 discard as well as +1 swap,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,extra_swaps,Swap Shop,common,Start each round with +2 extra swaps.,+1 extra swap,also +1 discard,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,extra_discards,Harvest,common,Start each round with +2 extra discards.,+1 extra discard,also +1 swap,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,carry_swaps,Pack Rat,common,Unused swaps carry over to the next round (max 8).,+8 to the carry cap,unused discards carry over too,,,O1 BAL · O2 code,Claude
Knack,carry_discards,Collector,common,Unused discards carry over to the next round (max 8).,+8 to the carry cap,unused swaps carry over too,,,O1 BAL · O2 code,Claude
Knack,carry_time,Clock Tower,rare,Unused round seconds carry over (max 60s).,max seconds +15 per improvement,unused swaps and discards carry over too,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,safety_net,Safety Net,rare,"Once per game: if you miss the round goal, gain a 30s extension instead of failing.",+15 seconds per improvement,get two chances per round instead,,,O1 BAL · O2 code,you
Knack,free_range_t,Free Range,rare,"Can swap any two non-adjacent cards, but limited to 2 swaps per round.",+1 swap per improvement,diagonal swaps stop counting against the limit,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,long_pause,Long Pause,common,All clock pauses last 1.5× as long.,+.2x each improvement,rewinds are lengthened by the same multiplier,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,sundial,Sundial,common,Hands where every card shares a column pause the clock for 8 seconds.,+5 seconds per improvement,hands where every card shares a row also count,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,metronome,Metronome,common,Each round a hand type you can make is chosen; playing that hand type pauses the clock for 5 seconds.,+3 seconds per improvement,2 hand types are chosen,,,O1 BAL · O2 code,you
Knack,time_slip,Time Slip,common,"Whenever the clock would pause, 25% chance to rewind that many seconds instead.",+10% chance per improvement,the rewind is 1 second longer than the pause would have been,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,replay_rewind,Rewound Echo,common,"Any time a card replays, 25% chance to rewind the clock 2 seconds.",+20% chance per improvement,+1 second rewind per improvement ,,,O1 BAL · O2 BAL,you
Knack,deja_vu,Déjà Vu,common,Playing the same ranks in two hands in a row rewinds the clock 5 seconds.,+2 seconds,playing just one rank in 2 subsequent hands,,,O1 BAL · O2 code,you
Knack,clockmaker,Clockmaker,rare,"Any time a single hand scores at least 30% of the round goal, rewind the clock 5 seconds.",+5 seconds rewind per improvement,"triggers at 20% of the round goal (-10% per improvement, min 10%)",,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,high_and_mighty,High and Mighty,rare,The highest-ranked cards in each scored hand replay once.,the second highest rank also replays,+1 replay per improvement,,,O1 code · O2 code,you
Knack,low_and_behold,Low and Behold,rare,Any played hand containing the grid’s lowest rank replays the whole hand once.,the two lowest ranks count,+1 replay per improvement,,,O1 code · O2 code,you
Knack,down_and_back_in,Down and Back In,common,"Discarding the grid’s highest rank grants +1 discard or swap (alternating) and +5 coins. If several cards share that top rank, all must be discarded together.",+5 coins,the second-highest rank also counts,grants a discard AND a swap instead of alternating,,O1 BAL · O2 code · O3 code,Claude
Knack,muscle_memory,Muscle Memory,common,Primed Tricks stay primed for one extra hand.,+1 extra hand (stays primed for an extra hand),primes carry over between rounds,,,O1 code · O2 code,you (opt 1) + Claude (opt 2)
Knack,curator,Curator,rare,+1 Trick Slot.,+1 additional slot up to 5 max,raises the 5-slot ceiling that option 1 stops at by 1,,,O1 code · O2 code,you (opt 1) + Claude (opt 2)
Knack,short_suit,Short Suit,rare,Flush of 3 and Flush of 4 become scorable hands.,Flush of 3 and Flush of 4 also score +10 pips per card,Flush of 2 becomes scorable as well,,,O1 code · O2 code,Claude
Knack,old_tricks,Old Tricks,epic,"Every hand type scores with the best growth anywhere in its family - sets, runs and flushes each pool their own. It replaces what that hand had earned, it does not add to it.",+50% on top of the pooled growth it applies,"sets, runs and flushes pool into one, so every hand type scores the single best growth in the run",,,O1 code · O2 code,Claude
Knack,tagalong,Tagalong,rare,Your hands may carry cards that are not part of them. Those cards still score their own pips instead of being billed as penalties.,carried cards score double their own pips,"carried cards also count for Tricks that read the whole hand, not only for their pips",,,O1 code · O2 code,Claude
Knack,shady_stimulants,Shady Stimulants,rare,Every negative reward tile you swallow sharpens you - permanently +1 maximum Focus per tile taken.,+1 maximum Focus per tile,curses and event debuffs count as tiles,,,O1 code · O2 code,Claude
Knack,greedy_boi,Greedy Boi,rare,+2 selection size in the reward grid - grab more tiles at once.,+1 selection size,also +1 row and column on the reward grid,,,O1 BAL · O2 code,Claude
Knack,scavenger,Scavenger,common,"Whenever a curse lifts, gain +10 coins and +1 discard next round.",+10 coins,"also fires when a curse lands, not only when it lifts",,,O1 BAL · O2 code,Claude
Knack,coin_toss,Coin Toss,common,"At the start of each round, every Sleight has a 50% chance to restore 1 charge.",=15%,+1 charge,,,O1 code · O2 BAL,you
Knack,martyr,Martyr,common,Discarding a non-discard Sleight restores 1 charge to all Sleights on the grid.,restores 1 charge to all sleights,restores +1 charge per improvement,,,O1 code · O2 code,you
Knack,surveyor,Surveyor,common,"When you gain a position Trick, you choose which column it marks.",you choose the row as well as the column,you may re-choose one position Trick each act,,,O1 code · O2 code,Claude
Knack,leveler,Leveler,common,"When you gain a position Trick, you choose which row it marks.",10% chance it buffs a second row or column (goes up +10% each improvement),you choose the column it marks as well as the row,,,O1 code · O2 code,you (opt 1) + Claude (opt 2)
Knack,alignment,Alignment,common,Position Tricks automatically mark the column matching their tray slot (slot 3 → column 3).,marks the row matching the slot as well as the column,marks the columns either side too,,,O1 code · O2 code,Claude
Knack,district,District,common,Position Tricks may share a row or column instead of spreading onto separate lines.,a shared line pays both Tricks in full,position Tricks may share with a line marked by any source,,,O1 code · O2 code · check design,Claude
Knack,tempo,Tempo,rare,"When acquired, sets your swap and discard limits to 2. Every 15 seconds, gain 1 back - alternating swap, then discard.",-3 seconds off the drip interval (min 5s),sets the limits to 3 instead of 2 (+1 per improvement),,,O1 BAL · O2 BAL,Claude
Knack,jury_rig,Jury-Rig,rare,Swapping or discarding a card adjacent to a Sleight has a 50% chance to restore 1 charge to it. Rolls separately for each adjacent Sleight.,+15% chance,+1 charge restored,,,O1 BAL · O2 BAL,Claude
Knack,dividend,Dividend,rare,"Each time you reach max Focus, gain 8 credits, then Focus resets to a third of max.",+8 credits,keeps half your Focus instead of a third,,,O1 BAL · O2 BAL,Claude
Knack,trade_winds,Trade Winds,rare,"Your max Focus is 10 lower. At the end of each round, gain credits equal to half your current Focus.",pays 75% of your Focus instead of half,-3 off the maximum Focus penalty (min 0),,,O1 BAL · O2 BAL,Claude
Knack,growth_spurt,Growth Spurt,epic,"Each time you reach max Focus, your max Focus drops by 5. If you reached max Focus during a round, a random limit rises by 1 at the end of that round.",grants 2 limits per round maxed instead of 1,-1 off the maximum Focus cost (min 1),,,O1 code · O2 BAL,Claude
Knack,stimulants,Stimulants,rare,+10 maximum Focus while owned.,+10 per improvment,also start each round with 10 Focus,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Knack,long_fuse,Long Fuse,rare,You have 2× as long to earn the same Focus speed bonus.,+1x window,also multiplies the speed bonus itself by the same amount,,,O1 BAL · O2 code,Claude
Knack,shorthand,Shorthand,rare,Hands generate 1.5× their listed Focus.,+0.5x Focus,also widens the speed window by the same multiplier,,,O1 BAL · O2 code,Claude
Knack,core_memories,Core Memories,rare,Each Event you attend permanently raises your maximum Focus by 2.,+2 additional focus per improvement,bosses beaten count as Events too,,,O1 BAL · O2 code,you (opt 1) + Claude (opt 2)
Sleight,the_queen,The Queen,legendary,Wild rank - becomes the rank that makes the best hand. (Reach + queen-replay: TBD),also wild in suit,replays once when it scores,,,O1 code · O2 code,Claude
Sleight,warehouse,Warehouse,rare,Wild suit - becomes any suit to complete a flush. Has no rank.,also wild in rank,replays once when it scores,,,O1 code · O2 code,Claude
Sleight,fight_power,Fight the Power,legendary,"While on the grid, all boss effects are ignored.",also ignores curses on the grid,keeps working for 30 seconds after it leaves the grid,,,O1 code · O2 code,Claude
Sleight,dazed,Dazed & Confused,rare,"When swapped, reshuffles every card on the grid.",+1 charge,also refunds the swap that triggered it,,,O1 charges · O2 code,Claude
Sleight,pivot,Pivot!,common,"Cards touching Pivot swap for free. Swap two of its neighbours together and both gain +5 permanent mult, then Pivot leaves the board. (3 charges)",+5 permanent mult,+1 charge,,,O1 BAL · O2 charges,Claude
Sleight,echo_play,Echo,epic,Play this in any hand: each card replays twice. (3 charges),+1 replay,+1 charge,,,O1 code · O2 charges,Claude
Sleight,the_naturalist,Naturalist,rare,Play this: each other scored card permanently gains +2 pips.,+2 pips,+1 charge,,,O1 BAL · O2 charges,Claude
Sleight,bellhop,Bellhop,common,Play this: gain +2 swaps and +1 discard. (5 charges),+2 swaps and +1 discard,+1 charge,,,O1 BAL · O2 charges,Claude
Sleight,syncopation,Syncopation,rare,Play this in a hand of a different type than your previous hand: pause the clock for 12 seconds. (3 charges),+12 seconds,"any hand type counts, not only a different one",+1 charge,,O1 BAL · O2 code · O3 charges,Claude
Sleight,rewind,Rewind,rare,Play this in a hand to rewind the clock by the hand size in seconds (this Sleight counts toward the size). (5 charges),rewinds double the hand size in seconds,+1 charge,,,O1 code · O2 charges,Claude
Sleight,the_bomb,Bomb,epic,Discard this: every card on the grid permanently gains +3 pips. (2 charges),+3 pips,+1 charge,,,O1 BAL · O2 charges,Claude
Sleight,the_legacy,Legacy,rare,Discard this: the next hand played get x3 mult. (3 charges),+2x mult,+1 charge,,,O1 BAL · O2 charges,Claude
Sleight,cash_out,Cash Out,common,Discard this: gain 10 credits. (4 charges),+10 credits,+1 charge,,,O1 BAL · O2 charges,Claude
Sleight,last_call,Last Call,epic,Discard this in the final minute of a round to rewind the clock 15 seconds. (2 charges),+15 seconds,the final 90 seconds instead of 60 (+30s per improvement),+1 charge,,O1 BAL · O2 BAL · O3 charges,Claude
Sleight,sandbag,Sandbagger,rare,Discard this together with a pair of cards below rank 8 to rewind the clock by that pair’s rank in seconds. (3 charges),rewinds double the pair rank in seconds,pairs below rank 10 count (+2 to the ceiling per improvement),+1 charge,,O1 code · O2 BAL · O3 charges,Claude
Sleight,lightning_rod,Lightning Rod,rare,"When swapped, the card it traded with permanently gains +5 pips.",+5 pips,both swapped cards gain it,,,O1 BAL · O2 code,Claude
Sleight,the_catalyst,Catalyst,rare,"When swapped, the card it traded with permanently gains +1 mult.",+1 mult,both swapped cards gain it,,,O1 BAL · O2 code,Claude
Sleight,the_wanderer,Wanderer,common,"When swapped, refunds the swap (+1 swap back).",refunds 2 swaps instead of 1,also refunds the time the swap cost,,,O1 BAL · O2 code,Claude
Sleight,amplifier,Amplifier,common,Double-tap: the next hand scores +5 mult. (5 charges),+5 mult,+1 charge,,,O1 BAL · O2 charges,Claude
Sleight,snooze,Snooze Button,common,"Double-tap: pause the clock for 10 seconds, then Snooze returns to your deck. (5 charges)",+10 seconds,+1 charge,,,O1 BAL · O2 charges,Claude
Sleight,shady_tree,Shady Tree,rare,"Play this from column x (changes each round) to pause the clock. Pauses for its remaining charges in seconds (10 → 1), −1 each use; destroyed at 0.",+5 to the starting charge count,either of two columns counts,,,O1 code · O2 code,Claude
Sleight,stopwatch,Stopwatch,epic,"Double-tap: freeze the clock until you next play a hand (swaps and discards keep it frozen). Holds up to 60 paused seconds total, drained 1 per second; destroyed at 0.",+30 seconds to the freeze budget,drains 1 second every 2 seconds instead of every second,,,O1 code · O2 code,Claude
Sleight,piggy_bank,Piggy Bank,common,Double-tap: gain 5 credits. (5 charges),+5 credits,+1 charge,,,O1 BAL · O2 charges,Claude
Sleight,magnet,Magnet,common,"Double-tap, then tap a card: every card of that rank slides next to Magnet (counts as several swaps), then Magnet returns to your deck. (3 charges)",also pulls the ranks either side,+1 charge,,,O1 code · O2 charges,Claude
Sleight,reflect,Reflect,epic,Tap to rotate its aim. The rank it faces replays 2x when a hand scores. Works once per round. Cannot be swapped or discarded.,+1 replay,works twice per round (+1 use per improvement),,,O1 code · O2 code,Claude
Sleight,soul_mirror,Soul Mirror,mythic,"Tap to rotate its aim. When the rank it faces is scored, it replays equal to the count of that rank on grid. Cannot be swapped or discarded.",+1 replay on top of the rank count,aims at two ranks at once,,,O1 code · O2 code,Claude
Sleight,whetstone,Whetstone,epic,"Whenever an adjacent card is swapped or discarded, Whetstone gains +1 mult. Hands that score a card adjacent to Whetstone score that mult.",+1 mult per event,diagonally adjacent cards count too,,,O1 BAL · O2 code,Claude
Sleight,entourage,Entourage,epic,Hands score +10 mult for every other Sleight on the grid.,+10 mult per Sleight,counts Sleights in your deck as well as on the grid,,,O1 BAL · O2 code,Claude
Sleight,lighthouse,Lighthouse,rare,"Each round Lighthouse favors the first or last column. Hands score +20 mult while it sits in that column, −5 per column of distance away (minimum 0).",+20 mult,-2 off the per-column falloff (min 0),,,O1 BAL · O2 BAL,Claude
Sleight,capacitor,Capacitor,common,Double-tap to spend 10 Focus and 20 seconds for 10 credits. Consumed on use.,+10 credits,-5 seconds off the time cost (min 0),-2 Focus off the cost,,O1 BAL · O2 BAL · O3 BAL,Claude
Sleight,siphon,Siphon,rare,Double-tap to spend 15 Focus: your next scored hand gets ×4 mult. Returns to your deck after use.,+3x mult,-3 Focus off the cost (min 5),,,O1 BAL · O2 BAL,Claude
Sleight,power_cell,Power Cell,rare,When it enters the grid: +10 Focus. While it remains on the grid: +10 maximum Focus.,+10 Focus on entry and +10 maximum Focus while on the grid,keeps the maximum Focus while it sits in your deck too,,,O1 code · O2 code,Claude
Sleight,slow_burn,Slow Burn,rare,+1 maximum Focus for every minute this sleight spends on the grid.,+1 maximum Focus per minute,every 30 seconds instead of every minute,,,O1 code · O2 code,Claude
Sleight,flywheel,Flywheel,epic,"While on the grid, the Focus speed bonus is multiplied by 1.5.",+0.5x speed bonus,"keeps working from your deck, not only on the grid",,,O1 BAL · O2 code,Claude
Sleight,governor,Governor,epic,"While on the grid, you have 1.5× as long to earn the same Focus speed bonus.",+0.5x window,"keeps working from your deck, not only on the grid",,,O1 BAL · O2 code,Claude
Sleight,shift_swap,Shift Swap,fixture,Score two hands adjacent to this card for +2 swaps. Repeats.,,,,,"n/a - Spectrum deck fixture, only one exists and it is never offered",n/a
Sleight,recycler,Recycler,fixture,Score two hands adjacent to this card for +2 discards. Repeats.,,,,,"n/a - Spectrum deck fixture, only one exists and it is never offered",n/a
Sleight,time_clock,Time Clock,fixture,Score two hands adjacent to this card for a 10 second pause. Repeats.,,,,,"n/a - Spectrum deck fixture, only one exists and it is never offered",n/a
Sleight,petty_cash,Petty Cash,fixture,Score two hands adjacent to this card for +5 credits. Repeats.,,,,,"n/a - Spectrum deck fixture, only one exists and it is never offered",n/a
